#TremblGeneID	Database_ID	E_value	Identity	Score	Annotation
T3_Unigene_BMK.13543	tr|F2CST7|F2CST7_HORVD	1e-164	151/166(90.96)	301	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.13958	tr|F2DPQ6|F2DPQ6_HORVD	0.0	469/480(97.71)	952	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.14025	tr|I1IH78|I1IH78_BRADI	1e-119	168/171(98.25)	357	Uncharacterized protein GN=BRADI4G03777 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.14124	tr|Q9ZRR4|Q9ZRR4_HORVU	1e-180	249/249(100.00)	509	Beta-tubulin 2 (Fragment) GN=btub2 OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.14213	tr|F2D3K2|F2D3K2_HORVD	0.0	330/371(88.95)	667	Uncharacterized protein GN=HsfA2c OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.14682	tr|M0Z137|M0Z137_HORVD	0.0	380/400(95.00)	775	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.14694	tr|F2DPE6|F2DPE6_HORVD	0.0	523/562(93.06)	1040	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.14769	tr|F2E4R5|F2E4R5_HORVD	0.0	407/472(86.23)	786	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.15451	tr|M0W051|M0W051_HORVD	0.0	436/458(95.20)	833	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.15711	tr|Q94KM0|Q94KM0_WHEAT	1e-102	152/162(93.83)	304	Small heat shock protein HSP17.8 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.15783	tr|F2DJZ7|F2DJZ7_HORVD	0.0	796/864(92.13)	1577	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.15837	tr|M0Y076|M0Y076_HORVD	0.0	636/709(89.70)	1263	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.15941	tr|E9LFE6|E9LFE6_HORVD	0.0	779/791(98.48)	1555	Uncharacterized protein GN=ClC1 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.16460	tr|M0X2A8|M0X2A8_HORVD	0.0	785/808(97.15)	1632	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.16493	tr|M0XR50|M0XR50_HORVD	0.0	794/826(96.13)	1626	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.16590	tr|F2DQC3|F2DQC3_HORVD	0.0	822/843(97.51)	1670	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.16779	tr|F2CVL0|F2CVL0_HORVD	1e-118	157/161(97.52)	343	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.17121	tr|M0WRG1|M0WRG1_HORVD	6e-70	103/106(97.17)	213	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.17504	tr|O24003|O24003_HORVU	1e-148	204/219(93.15)	418	Putative uncharacterized protein (Precursor) OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.1839	tr|M0XT99|M0XT99_HORVD	0.0	348/358(97.21)	678	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.18537	tr|C6K7G3|C6K7G3_WHEAT	0.0	836/866(96.54)	1711	Lipoxygenase GN=Lox2 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.18918	tr|Q8LGN7|Q8LGN7_WHEAT	0.0	735/748(98.26)	1455	Multidrug resistance-associated protein MRP1 (Fragment) OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.19149	tr|Q2QRM1|Q2QRM1_ORYSJ	6e-34	165/625(26.40)	107	Retrotransposon protein, putative, Ty1-copia subclass GN=LOC_Os12g27096 OS=Oryza sativa subsp. japonica (Rice) PE=4 SV=2
T3_Unigene_BMK.19259	tr|I1HBL8|I1HBL8_BRADI	7e-23	49/110(44.55)	95.5	Uncharacterized protein GN=BRADI2G01927 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1
T3_Unigene_BMK.1969	tr|M0Z536|M0Z536_HORVD	0.0	259/350(74.00)	531	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.2096	tr|M0Z6P5|M0Z6P5_HORVD	2e-95	151/190(79.47)	288	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.2114	tr|F2D1U7|F2D1U7_HORVD	1e-144	209/212(98.58)	414	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.2127	tr|M0USB7|M0USB7_HORVD	6e-58	97/105(92.38)	184	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.2185	tr|M0YCB9|M0YCB9_HORVD	0.0	357/379(94.20)	725	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.2221	tr|M0YPU8|M0YPU8_HORVD	1e-138	191/213(89.67)	392	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.2223	tr|F2D185|F2D185_HORVD	1e-154	153/207(73.91)	328	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.22643	tr|K7UNA5|K7UNA5_MAIZE	1e-08	24/61(39.34)	37.4	Uncharacterized protein GN=ZEAMMB73_637409 OS=Zea mays (Maize) PE=3 SV=1
T3_Unigene_BMK.2380	tr|M0ULQ8|M0ULQ8_HORVD	7e-81	122/125(97.60)	243	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.23946	tr|F2CR37|F2CR37_HORVD	6e-73	110/119(92.44)	224	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.240	tr|D8L9K0|D8L9K0_WHEAT	0.0	366/371(98.65)	741	Dopamine beta-monooxygenase, putative,expressed GN=TAA_ctg0382b.00100.1 OS=Triticum aestivum (Wheat) PE=4 SV=1
T3_Unigene_BMK.244	tr|F2D4K7|F2D4K7_HORVD	1e-128	192/199(96.48)	369	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.2528	tr|F2DI94|F2DI94_HORVD	0.0	521/757(68.82)	1013	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.2592	tr|M0XBV4|M0XBV4_HORVD	1e-121	191/258(74.03)	357	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.2634	tr|F2D8L7|F2D8L7_HORVD	1e-119	179/199(89.95)	347	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.2700	tr|I1HQ44|I1HQ44_BRADI	0.0	356/425(83.76)	712	Uncharacterized protein GN=BRADI2G45790 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T1_Unigene_BMK.19643	tr|F2D961|F2D961_HORVD	1e-108	162/177(91.53)	333	Lipoxygenase OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.2855	tr|F2D2G6|F2D2G6_HORVD	1e-141	220/271(81.18)	412	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.2970	tr|Q9AV43|Q9AV43_ORYSJ	1e-126	184/231(79.65)	367	cDNA clone:001-204-D04, full insert sequence GN=LOC_Os10g39770 OS=Oryza sativa subsp. japonica (Rice) PE=2 SV=1
T3_Unigene_BMK.305	tr|Q2PCB9|Q2PCB9_WHEAT	2e-77	116/117(99.15)	234	Non-specific lipid-transfer protein (Precursor) GN=ltp9.3d OS=Triticum aestivum (Wheat) PE=3 SV=1
T3_Unigene_BMK.3059	tr|I6V2S3|I6V2S3_WHEAT	2e-57	80/80(100.00)	179	Stress responsive protein 1 OS=Triticum aestivum (Wheat) PE=4 SV=1
T1_Unigene_BMK.20150	tr|M0Z404|M0Z404_HORVD	1e-174	228/241(94.61)	488	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.3074	tr|Q45FE7|Q45FE7_WHEAT	0.0	461/462(99.78)	920	Geranylgeranyl hydrogenase OS=Triticum aestivum (Wheat) PE=2 SV=2
T3_Unigene_BMK.3086	tr|M0W271|M0W271_HORVD	1e-124	176/184(95.65)	360	Uncharacterized protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.3099	tr|M0Y2W8|M0Y2W8_HORVD	0.0	280/309(90.61)	570	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.33472	tr|B9G9M3|B9G9M3_ORYSJ	5e-66	109/156(69.87)	209	Putative uncharacterized protein GN=OsJ_33133 OS=Oryza sativa subsp. japonica (Rice) PE=2 SV=1
T3_Unigene_BMK.33864	tr|M0XA89|M0XA89_HORVD	5e-83	131/157(83.44)	258	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.3388	tr|M0ZD30|M0ZD30_HORVD	0.0	457/483(94.62)	953	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.34007	tr|L0AR00|L0AR00_LEYCH	3e-42	87/187(46.52)	152	Salt-induced protein GN=SAIN2 OS=Leymus chinensis (Chinese lyme grass) PE=2 SV=1
T3_Unigene_BMK.3486	tr|M0Y6P5|M0Y6P5_HORVD	0.0	530/552(96.01)	1054	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.35586	tr|F2DZ90|F2DZ90_HORVD	1e-58	111/152(73.03)	200	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.35749	tr|G7I860|G7I860_MEDTR	1e-120	116/132(87.88)	236	NADH-ubiquinone oxidoreductase chain GN=MTR_1g005040 OS=Medicago truncatula (Barrel medic) PE=4 SV=1
T3_Unigene_BMK.3627	tr|B4ERX7|B4ERX7_WHEAT	0.0	328/364(90.11)	664	O-methyltransferase OS=Triticum aestivum (Wheat) PE=4 SV=1
T3_Unigene_BMK.363	tr|M0XMW5|M0XMW5_HORVD	0.0	359/378(94.97)	726	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.3700	tr|F2DTB2|F2DTB2_HORVD	0.0	299/302(99.01)	592	Triosephosphate isomerase OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.37284	tr|I1IVS9|I1IVS9_BRADI	0.0	380/547(69.47)	769	Uncharacterized protein GN=BRADI5G01823 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.37378	tr|I1IWE5|I1IWE5_BRADI	0.0	543/789(68.82)	1021	Uncharacterized protein GN=BRADI5G03790 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.37384	tr|F2D630|F2D630_HORVD	0.0	369/377(97.88)	721	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.374	tr|F2EFQ6|F2EFQ6_HORVD	5e-67	109/122(89.34)	215	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.37606	tr|Q8GVD3|Q8GVD3_WHEAT	8e-80	118/118(100.00)	239	Thioredoxin OS=Triticum aestivum (Wheat) PE=3 SV=1
T3_Unigene_BMK.3782	tr|M0W664|M0W664_HORVD	0.0	360/376(95.74)	715	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.3914	tr|F2CPY8|F2CPY8_HORVD	2e-82	134/171(78.36)	259	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.3969	tr|F2EG63|F2EG63_HORVD	5e-15	50/100(50.00)	76.6	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.4044	tr|M0V8J4|M0V8J4_HORVD	3e-20	48/61(78.69)	96.3	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.4104	tr|F2DFP6|F2DFP6_HORVD	0.0	285/340(83.82)	554	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.4125	tr|F2ELE1|F2ELE1_HORVD	0.0	256/272(94.12)	541	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.4233	tr|J3RHG6|J3RHG6_WHEAT	0.0	443/453(97.79)	942	Beta-glucosidase 4 (Fragment) GN=GLU4 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.4235	tr|F2CSX1|F2CSX1_HORVD	1e-172	261/279(93.55)	507	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.45320	tr|G1DJ94|G1DJ94_AGRCR	7e-50	80/89(89.89)	159	Drought acclimation dehydrin WZY2 (Fragment) OS=Agropyron cristatum (Crested wheatgrass) PE=2 SV=1
T3_Unigene_BMK.4607	tr|M0V6I2|M0V6I2_HORVD	0.0	414/446(92.83)	829	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.463	tr|F2DJN5|F2DJN5_HORVD	1e-140	196/217(90.32)	400	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.47413	tr|F2DRF9|F2DRF9_HORVD	1e-96	135/141(95.74)	280	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.4814	tr|C0PJF1|C0PJF1_MAIZE	9e-11	107/417(25.66)	70.9	Uncharacterized protein OS=Zea mays (Maize) PE=2 SV=1
T3_Unigene_BMK.48388	tr|F2DEP6|F2DEP6_HORVD	1e-77	114/126(90.48)	245	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T1_Unigene_BMK.21826	tr|I1R6M3|I1R6M3_ORYGL	3e-24	106/345(30.72)	109	Uncharacterized protein OS=Oryza glaberrima (African rice) PE=4 SV=1
T3_Unigene_BMK.50080	tr|Q6QAX7|Q6QAX7_WHEAT	8e-63	89/90(98.89)	197	Putative uncharacterized protein wrsi5-1 GN=wrsi5-1 OS=Triticum aestivum (Wheat) PE=4 SV=2
T3_Unigene_BMK.50471	tr|M0UHL5|M0UHL5_HORVD	4e-69	100/111(90.09)	208	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.5152	tr|F2EF47|F2EF47_HORVD	0.0	294/370(79.46)	537	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.51735	tr|F2D0R8|F2D0R8_HORVD	1e-54	97/130(74.62)	175	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.51873	tr|A7L5U8|A7L5U8_WHEAT	1e-175	247/247(100.00)	488	Protein phosphatase 2C GN=PP2C OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.5246	tr|M0YTF7|M0YTF7_HORVD	0.0	264/271(97.42)	542	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.5255	tr|M0X0B5|M0X0B5_HORVD	1e-71	113/124(91.13)	228	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.5256	tr|M0X0B5|M0X0B5_HORVD	0.0	352/381(92.39)	702	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.52676	tr|Q6QAX7|Q6QAX7_WHEAT	7e-37	57/85(67.06)	127	Putative uncharacterized protein wrsi5-1 GN=wrsi5-1 OS=Triticum aestivum (Wheat) PE=4 SV=2
T3_Unigene_BMK.53102	tr|Q6QAX7|Q6QAX7_WHEAT	2e-46	66/90(73.33)	153	Putative uncharacterized protein wrsi5-1 GN=wrsi5-1 OS=Triticum aestivum (Wheat) PE=4 SV=2
T1_Unigene_BMK.21998	tr|C5Y395|C5Y395_SORBI	9e-66	187/594(31.48)	241	Putative uncharacterized protein Sb05g019580 GN=Sb05g019580 OS=Sorghum bicolor (Sorghum) PE=4 SV=1
T1_Unigene_BMK.22053	tr|Q6MWE8|Q6MWE8_ORYSJ	8e-11	29/41(70.73)	58.9	B1358B12.4 protein GN=B1358B12.4 OS=Oryza sativa subsp. japonica (Rice) PE=4 SV=1
T3_Unigene_BMK.5335	tr|M0V8K2|M0V8K2_HORVD	0.0	267/277(96.39)	538	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.53385	tr|Q84L61|Q84L61_HORVD	8e-63	92/93(98.92)	191	Uncharacterized protein GN=fp3 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.53572	tr|K3Z8Q5|K3Z8Q5_SETIT	3e-18	86/280(30.71)	90.5	Uncharacterized protein GN=Si022925m.g OS=Setaria italica (Foxtail millet) PE=4 SV=1
T3_Unigene_BMK.5382	tr|G4XGX1|G4XGX1_WHEAT	0.0	478/479(99.79)	965	Somatic embryogenesis receptor kinase 1 GN=SERK1 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.54195	tr|Q0H3G8|Q0H3G8_WHEAT	1e-121	166/168(98.81)	348	Flavanone 3-hydroxylase (Fragment) OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.5500	tr|M0XPV0|M0XPV0_HORVD	0.0	286/296(96.62)	622	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.55822	tr|M0XEQ2|M0XEQ2_HORVD	2e-14	44/58(75.86)	72.4	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.5609	tr|Q8RVZ8|Q8RVZ8_WHEAT	0.0	349/366(95.36)	694	Ferredoxin-NADP(H) oxidoreductase GN=fnr OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.56314	tr|D8TF68|D8TF68_SELML	3e-21	45/84(53.57)	92.0	Putative uncharacterized protein GN=SELMODRAFT_449338 OS=Selaginella moellendorffii (Spikemoss) PE=4 SV=1
T3_Unigene_BMK.5670	tr|L0N6X6|L0N6X6_WHEAT	0.0	588/588(100.00)	1212	Cell wall invertase GN=CWINV1SM OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.5732	tr|F2DR11|F2DR11_HORVD	0.0	328/359(91.36)	643	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.57346	tr|A9UIE1|A9UIE1_WHEAT	2e-69	98/98(100.00)	213	Bowman-Birk trypsin inhibitor-like protein OS=Triticum aestivum (Wheat) PE=3 SV=1
T3_Unigene_BMK.57349	tr|A9PCA4|A9PCA4_POPTR	1e-51	77/85(90.59)	162	Putative uncharacterized protein OS=Populus trichocarpa (Western balsam poplar) PE=2 SV=1
T3_Unigene_BMK.57365	tr|F2D1I2|F2D1I2_HORVD	5e-52	82/107(76.64)	169	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.57402	tr|M0XKL5|M0XKL5_HORVD	1e-100	145/192(75.52)	294	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.5748	tr|F2D909|F2D909_HORVD	0.0	263/296(88.85)	520	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.58261	tr|I1HRP3|I1HRP3_BRADI	3e-23	55/92(59.78)	92.0	Uncharacterized protein GN=BRADI2G50150 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T3_Unigene_BMK.586	tr|F2CQR8|F2CQR8_HORVD	0.0	251/255(98.43)	512	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.5865	tr|Q8GTD0|Q8GTD0_HORVD	2e-43	61/64(95.31)	143	Predicted protein GN=mt2a OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.59023	tr|F2DM52|F2DM52_HORVD	6e-72	104/108(96.30)	219	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.5912	tr|F2D714|F2D714_HORVD	0.0	384/384(100.00)	758	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.5913	tr|Q8LPT4|Q8LPT4_MAIZE	1e-10	23/24(95.83)	56.6	Glyceraldehyde-3-phosphate dehydrogenase subunit A (Fragment) OS=Zea mays (Maize) PE=4 SV=1
T3_Unigene_BMK.59711	tr|O04392|O04392_HORVU	4e-78	99/105(94.29)	235	Aleurone ribonuclease (Fragment) OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.59761	tr|M0YLI0|M0YLI0_HORVD	6e-96	152/186(81.72)	287	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.60065	tr|Q43655|Q43655_WHEAT	2e-96	142/142(100.00)	283	WCOR719 GN=Wcor719 OS=Triticum aestivum (Wheat) PE=2 SV=1
T3_Unigene_BMK.60092	tr|M0VPJ5|M0VPJ5_HORVD	1e-126	163/171(95.32)	360	Uncharacterized protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.60139	tr|M0Y494|M0Y494_HORVD	5e-67	102/113(90.27)	211	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.6015	tr|F2D6C1|F2D6C1_HORVD	0.0	472/479(98.54)	961	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.60624	tr|M0WGW6|M0WGW6_HORVD	4e-54	85/87(97.70)	172	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.60636	tr|M0W9L9|M0W9L9_HORVD	2e-49	88/117(75.21)	160	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.60722	tr|M0X9B1|M0X9B1_HORVD	1e-90	130/131(99.24)	273	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.60789	tr|A3FPG2|A3FPG2_HORVD	2e-47	77/98(78.57)	160	Serine/threonine protein kinase (Fragment) GN=Rpr1 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.61085	tr|F2D813|F2D813_HORVD	1e-106	158/193(81.87)	315	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.61208	tr|Q948J7|Q948J7_HORVU	0.0	429/450(95.33)	867	Proline transporter GN=HvProT OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.613	tr|M0WIX3|M0WIX3_HORVD	1e-133	184/192(95.83)	384	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.61478	tr|F2DN39|F2DN39_HORVD	2e-48	69/92(75.00)	157	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.6152	tr|Q94IC0|Q94IC0_HORVU	0.0	417/423(98.58)	831	Betaine aldehyde dehydrogenase GN=BBD1 OS=Hordeum vulgare (Barley) PE=2 SV=1
T3_Unigene_BMK.61712	tr|Q9ZTA6|Q9ZTA6_HORVU	7e-39	69/79(87.34)	132	Low temperature induced protein OS=Hordeum vulgare (Barley) PE=4 SV=2
T3_Unigene_BMK.61938	tr|B8Q691|B8Q691_ORYGR	1e-106	155/197(78.68)	307	Glycine-rich cell wall protein OS=Oryza grandiglumis (Wild rice) PE=2 SV=1
T3_Unigene_BMK.61965	tr|M0XKK1|M0XKK1_HORVD	0.0	281/358(78.49)	562	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.62005	tr|F2E354|F2E354_HORVD	1e-164	234/263(88.97)	464	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.6217	tr|F2CU66|F2CU66_HORVD	0.0	500/516(96.90)	1001	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.62252	tr|M0YLZ6|M0YLZ6_HORVD	7e-93	136/143(95.10)	279	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.62344	tr|M0Y045|M0Y045_HORVD	8e-48	70/77(90.91)	155	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.62395	tr|M0VZB7|M0VZB7_HORVD	0.0	350/380(92.11)	714	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T3_Unigene_BMK.62457	tr|F2D4S4|F2D4S4_HORVD	2e-76	120/125(96.00)	234	Predicted protein (Fragment) OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.62471	tr|F2D2W8|F2D2W8_HORVD	4e-90	134/143(93.71)	268	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T3_Unigene_BMK.62550	tr|F2DST5|F2DST5_HORVD	9e-58	101/105(96.19)	183	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
