#TremblGeneID	Database_ID	E_value	Identity	Score	Annotation
T4_Unigene_BMK.12114	tr|I1HPU6|I1HPU6_BRADI	1e-174	250/272(91.91)	506	Uncharacterized protein GN=BRADI2G44942 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.15138	tr|F2E858|F2E858_HORVD	1e-170	235/284(82.75)	483	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.15417	tr|F2D7S0|F2D7S0_HORVD	0.0	579/600(96.50)	1157	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.15522	tr|O65216|O65216_WHEAT	1e-36	58/64(90.62)	132	COR39 GN=cor39 OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.15844	tr|M0Z9S7|M0Z9S7_HORVD	1e-117	172/176(97.73)	340	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.16103	tr|I1H6R7|I1H6R7_BRADI	1e-145	213/296(71.96)	417	Uncharacterized protein GN=BRADI1G66030 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.16532	tr|F2DV27|F2DV27_HORVD	8e-79	113/121(93.39)	237	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.16552	tr|F2DQ01|F2DQ01_HORVD	1e-126	173/183(94.54)	362	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.17667	tr|D2KPB7|D2KPB7_HORVD	4e-24	52/70(74.29)	105	MLA25-1 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.18202	tr|Q06I91|Q06I91_WHEAT	1e-171	242/242(100.00)	481	Fasciclin-like protein FLA15 OS=Triticum aestivum (Wheat) PE=1 SV=1
T4_Unigene_BMK.18623	tr|F2CRI5|F2CRI5_HORVD	0.0	443/466(95.06)	906	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.18838	tr|M0UZ48|M0UZ48_HORVD	0.0	380/412(92.23)	785	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.19084	tr|M0V452|M0V452_HORVD	0.0	406/434(93.55)	839	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.20361	tr|F2DEH9|F2DEH9_HORVD	0.0	561/579(96.89)	1113	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.20536	tr|M0YZF2|M0YZF2_HORVD	5e-88	138/162(85.19)	272	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.20804	tr|I1HBL7|I1HBL7_BRADI	1e-27	49/93(52.69)	105	Uncharacterized protein GN=BRADI2G01920 OS=Brachypodium distachyon (Purple false brome) PE=3 SV=1
T4_Unigene_BMK.20919	tr|M0YZF2|M0YZF2_HORVD	1e-166	250/275(90.91)	481	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.21123	tr|O65216|O65216_WHEAT	2e-62	93/109(85.32)	198	COR39 GN=cor39 OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.21149	tr|F2CWC9|F2CWC9_HORVD	1e-143	198/202(98.02)	409	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.21718	tr|M0X090|M0X090_HORVD	5e-62	90/98(91.84)	191	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.22117	tr|K7QPH1|K7QPH1_HORVU	1e-121	173/173(100.00)	354	Centroradialis GN=CEN4 OS=Hordeum vulgare (Barley) PE=4 SV=1
T4_Unigene_BMK.22859	tr|M0XCJ9|M0XCJ9_HORVD	5e-08	50/139(35.97)	58.2	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.28280	tr|F2EIY5|F2EIY5_HORVD	2e-67	101/105(96.19)	206	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.31303	tr|F2D4V2|F2D4V2_HORVD	2e-71	106/118(89.83)	220	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.31476	tr|O65216|O65216_WHEAT	3e-43	74/110(67.27)	149	COR39 GN=cor39 OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.32688	tr|M0VM74|M0VM74_HORVD	7e-91	135/138(97.83)	281	Uncharacterized protein GN=Cel5 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.33896	tr|M0XYI8|M0XYI8_HORVD	1e-138	181/181(100.00)	393	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.34498	tr|F2DGF0|F2DGF0_HORVD	5e-68	87/101(86.14)	210	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.34600	tr|P93668|P93668_HORVU	1e-169	222/255(87.06)	480	Endoxyloglucan transferase (EXT) GN=EXT OS=Hordeum vulgare (Barley) PE=2 SV=1
T4_Unigene_BMK.34663	tr|Q9SLZ7|Q9SLZ7_HORVU	0.0	281/290(96.90)	576	HvPIP1;5 protein GN=HvPIP1;5 OS=Hordeum vulgare (Barley) PE=2 SV=1
T4_Unigene_BMK.35136	tr|M0XD75|M0XD75_HORVD	1e-148	204/213(95.77)	420	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.37931	tr|M0XQP5|M0XQP5_HORVD	1e-107	153/162(94.44)	317	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.38347	tr|Q70EV9|Q70EV9_WHEAT	0.0	509/512(99.41)	1026	Cytochrome P450 GN=CYP98A11 OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.38751	tr|M0Y3Q6|M0Y3Q6_HORVD	1e-112	154/159(96.86)	330	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.38769	tr|F2EBT8|F2EBT8_HORVD	0.0	458/498(91.97)	902	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.38888	tr|I1GXL1|I1GXL1_BRADI	1e-104	141/147(95.92)	306	Uncharacterized protein GN=BRADI1G36820 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.38997	tr|G8GKP9|G8GKP9_AEGSP	0.0	483/493(97.97)	996	Vacuolar processing enzyme 4 OS=Aegilops speltoides (Goatgrass) PE=2 SV=1
T4_Unigene_BMK.39192	tr|M0UQR0|M0UQR0_HORVD	0.0	447/476(93.91)	918	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.39655	tr|M0UUU9|M0UUU9_HORVD	1e-133	184/219(84.02)	379	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.39696	tr|F2E7U9|F2E7U9_HORVD	1e-157	223/228(97.81)	447	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.41905	tr|Q6RUI9|Q6RUI9_WHEAT	1e-117	166/166(100.00)	342	Glutamine synthetase GN=GS OS=Triticum aestivum (Wheat) PE=3 SV=1
T4_Unigene_BMK.42117	tr|M0XK23|M0XK23_HORVD	0.0	310/325(95.38)	626	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.4544	tr|F2DGL7|F2DGL7_HORVD	6e-55	87/89(97.75)	173	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.45902	tr|F2DBA7|F2DBA7_HORVD	2e-36	59/75(78.67)	130	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.46879	tr|M0YCG0|M0YCG0_HORVD	0.0	448/458(97.82)	909	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.48018	tr|F2EGW3|F2EGW3_HORVD	1e-104	165/195(84.62)	306	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.48984	tr|M0YYT3|M0YYT3_HORVD	0.0	271/274(98.91)	544	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.50328	tr|F2D9Z5|F2D9Z5_HORVD	0.0	305/311(98.07)	608	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.50916	tr|M0XQI1|M0XQI1_HORVD	0.0	1042/1078(96.66)	2086	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.51074	tr|F2CVV3|F2CVV3_HORVD	1e-168	241/244(98.77)	476	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.51098	tr|Q0WXG6|Q0WXG6_WHEAT	0.0	355/365(97.26)	712	Triticain gamma OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.51237	tr|Q2QP24|Q2QP24_ORYSJ	2e-13	37/73(50.68)	73.9	Retrotransposon protein, putative, Ty3-gypsy subclass GN=LOC_Os12g35930 OS=Oryza sativa subsp. japonica (Rice) PE=4 SV=1
T4_Unigene_BMK.51879	tr|F2DXI0|F2DXI0_HORVD	0.0	799/810(98.64)	1546	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.51905	tr|F2CS40|F2CS40_HORVD	0.0	938/983(95.42)	1879	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.5263	tr|C7EZF0|C7EZF0_WHEAT	4e-36	62/63(98.41)	130	Proline-rich protein OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.52676	tr|F2DQV0|F2DQV0_HORVD	1e-121	177/192(92.19)	353	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.52781	tr|F2D378|F2D378_HORVD	1e-124	179/205(87.32)	363	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.54206	tr|M0W6H3|M0W6H3_HORVD	4e-81	128/134(95.52)	247	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.54864	tr|D2KPB3|D2KPB3_HORVD	0.0	793/954(83.12)	1568	MLA18-2 OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.56107	tr|Q4W8R0|Q4W8R0_WHEAT	0.0	498/591(84.26)	1038	Fructan exohydrolase GN=C311 OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.56380	tr|F2CZS1|F2CZS1_HORVD	1e-171	254/347(73.20)	489	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.56741	tr|F2ECQ4|F2ECQ4_HORVD	0.0	288/335(85.97)	574	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.56867	tr|F2DTZ0|F2DTZ0_HORVD	0.0	368/382(96.34)	750	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.57710	tr|M0XTD1|M0XTD1_HORVD	0.0	604/618(97.73)	1194	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.57866	tr|M0XYB9|M0XYB9_HORVD	0.0	657/697(94.26)	1237	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.58386	tr|F2CXB0|F2CXB0_HORVD	0.0	272/281(96.80)	556	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.5853	tr|E5F118|E5F118_TRIDB	2e-71	111/112(99.11)	224	Lipoxygenase-1 GN=Lpx-B1.1 OS=Triticum durum (Durum wheat) PE=2 SV=1
T4_Unigene_BMK.59665	tr|F2E382|F2E382_HORVD	0.0	1196/1505(79.47)	2358	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.61148	tr|M0W7X8|M0W7X8_HORVD	1e-159	236/287(82.23)	454	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.6218	tr|M0YE51|M0YE51_HORVD	5e-32	64/87(73.56)	115	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T4_Unigene_BMK.6226	tr|F2CXF9|F2CXF9_HORVD	0.0	703/712(98.74)	1402	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.62511	tr|F2CS07|F2CS07_HORVD	1e-136	195/217(89.86)	392	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1
T4_Unigene_BMK.63413	tr|D5MTD9|D5MTD9_WHEAT	0.0	310/462(67.10)	604	Benzoxazinone:UDP-Glc glucosyltransferase GN=TaGTa OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.63556	tr|I1HK76|I1HK76_BRADI	0.0	399/446(89.46)	793	Uncharacterized protein GN=BRADI2G27870 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.65296	tr|Q8S9H0|Q8S9H0_WHEAT	1e-139	188/190(98.95)	397	Temperature stress-induced lipocalin GN=Tatil OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.76	tr|Q01979|Q01979_WHEAT	3e-98	126/132(95.45)	290	Proline-rich protein OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.8286	tr|I1HAJ9|I1HAJ9_BRADI	1e-117	167/176(94.89)	342	Uncharacterized protein GN=BRADI1G77580 OS=Brachypodium distachyon (Purple false brome) PE=4 SV=1
T4_Unigene_BMK.9144	tr|Q0IJ88|Q0IJ88_WHEAT	1e-103	150/153(98.04)	299	Salt tolerant protein GN=SI OS=Triticum aestivum (Wheat) PE=2 SV=1
T4_Unigene_BMK.918	tr|P93614|P93614_WHEAT	1e-120	175/175(100.00)	343	Cold acclimation protein WCOR615 GN=Wcor615 OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.31446	tr|Q8W428|Q8W428_WHEAT	0.0	323/323(100.00)	694	Chitinase 2 OS=Triticum aestivum (Wheat) PE=2 SV=1
T1_Unigene_BMK.31871	tr|C1FED3|C1FED3_MICSR	3e-16	44/101(43.56)	84.7	Predicted protein GN=MICPUN_55401 OS=Micromonas sp. (strain RCC299 / NOUM17) PE=4 SV=1
T1_Unigene_BMK.32066	tr|M0XDM8|M0XDM8_HORVD	2e-11	33/49(67.35)	63.5	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.33028	tr|M0YCF6|M0YCF6_HORVD	5e-63	95/98(96.94)	196	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1
T1_Unigene_BMK.36398	tr|I1SSJ1|I1SSJ1_HEVBR	1e-48	74/117(63.25)	162	Thioredoxin GN=TrxH5 OS=Hevea brasiliensis (Para rubber tree) PE=3 SV=1
